name,state,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,A1,A2,A3,B1,B2,B3
GENE-1090,NO,51.7,23.7,28,1.174,0.2,4.9e-01,1.0e+00,0.9412,2333,22,16,33,35,26,23
GENE-4057,NO,1406.7,655.7,751,1.146,0.2,4.9e-01,1.0e+00,0.9412,2334,613,830,524,682,1011,560
GENE-17896,NO,931.7,387.3,544.3,1.406,0.5,4.9e-01,1.0e+00,0.9412,2335,242,724,196,991,436,206
GENE-5060,NO,173.7,73,100.7,1.369,0.5,4.9e-01,1.0e+00,0.9412,2336,20,63,136,108,60,134
GENE-12576,NO,50.3,26.7,23.7,0.882,-0.2,4.9e-01,1.0e+00,0.9412,2337,24,31,25,29,18,24
GENE-9069,NO,100.7,47,53.7,1.133,0.2,4.9e-01,1.0e+00,0.9412,2338,39,58,44,67,43,51
GENE-5845,NO,337.7,160,177.7,1.107,0.1,4.9e-01,1.0e+00,0.9412,2339,152,158,170,138,221,174
GENE-7213,NO,2595,1336.7,1258.3,0.941,-0.1,4.9e-01,1.0e+00,0.9412,2340,1299,1360,1351,1279,1273,1223
GENE-18978,NO,1243,677,566,0.836,-0.3,4.9e-01,1.0e+00,0.9412,2341,385,698,948,628,389,681
GENE-472,NO,378,181.3,196.7,1.082,0.1,4.9e-01,1.0e+00,0.9412,2342,197,185,162,218,193,179
GENE-13390,NO,40.3,18.7,21.7,1.151,0.2,4.9e-01,1.0e+00,0.9412,2343,22,18,16,25,15,25
GENE-17161,NO,894,465.3,428.7,0.921,-0.1,4.9e-01,1.0e+00,0.9412,2344,487,392,517,381,442,463
GENE-12248,NO,61.3,28,33.3,1.182,0.2,4.9e-01,1.0e+00,0.9412,2345,27,16,41,35,32,33
GENE-12524,NO,838,433.7,404.3,0.932,-0.1,4.9e-01,1.0e+00,0.9412,2346,450,382,469,399,410,404
GENE-16914,NO,425,223.7,201.3,0.902,-0.1,4.9e-01,1.0e+00,0.9412,2346,238,250,183,160,239,205
GENE-16529,NO,71.7,33,38.7,1.162,0.2,4.9e-01,1.0e+00,0.9412,2347,37,42,20,33,42,41
GENE-11371,NO,50,27,23,0.846,-0.2,4.9e-01,1.0e+00,0.9412,2348,26,29,26,35,19,15
GENE-6980,NO,22,10,12,1.189,0.2,4.9e-01,1.0e+00,0.9412,2349,7,13,10,10,10,16
GENE-6075,NO,395.7,218,177.7,0.814,-0.3,4.9e-01,1.0e+00,0.9412,2350,305,118,231,110,252,171
GENE-15340,NO,733.7,379,354.7,0.936,-0.1,4.9e-01,1.0e+00,0.9412,2351,406,353,378,370,354,340
GENE-16604,NO,150.7,70.3,80.3,1.139,0.2,5.0e-01,1.0e+00,0.9412,2352,62,77,72,101,53,87
GENE-18057,NO,369,192.7,176.3,0.914,-0.1,5.0e-01,1.0e+00,0.9412,2353,219,175,184,147,181,201
GENE-11863,NO,41.7,19.3,22.3,1.146,0.2,5.0e-01,1.0e+00,0.9412,2354,15,20,23,18,21,28
GENE-13697,NO,1124.7,532.7,592,1.111,0.2,5.0e-01,1.0e+00,0.9412,2355,615,486,497,486,761,529
GENE-942,NO,36.7,19.3,17.3,0.891,-0.2,5.0e-01,1.0e+00,0.9412,2356,23,16,19,18,16,18
GENE-2011,NO,310.7,128,182.7,1.427,0.5,5.0e-01,1.0e+00,0.9412,2357,33,279,72,260,137,151
GENE-10315,NO,26.7,15,11.7,0.774,-0.4,5.0e-01,1.0e+00,0.9412,2358,21,14,10,8,21,6
GENE-6043,NO,1941.3,1023.7,917.7,0.897,-0.2,5.0e-01,1.0e+00,0.9412,2359,754,1341,976,913,963,877
GENE-4566,NO,23.3,10.7,12.7,1.177,0.2,5.0e-01,1.0e+00,0.9412,2360,7,10,15,12,14,12
GENE-15127,NO,365.3,192.7,172.7,0.896,-0.2,5.0e-01,1.0e+00,0.9412,2361,139,234,205,190,154,174
GENE-14667,NO,1004.7,481.3,523.3,1.087,0.1,5.0e-01,1.0e+00,0.9412,2362,514,506,424,489,616,465
GENE-19635,NO,580.3,305.7,274.7,0.9,-0.2,5.0e-01,1.0e+00,0.9412,2362,337,237,343,302,219,303
GENE-21,NO,27.7,14.7,13,0.881,-0.2,5.0e-01,1.0e+00,0.9412,2363,14,14,16,10,15,14
GENE-1709,NO,327.3,203.3,124,0.611,-0.7,5.0e-01,1.0e+00,0.9412,2364,9,333,268,179,137,56
GENE-2137,NO,97,50.7,46.3,0.908,-0.1,5.0e-01,1.0e+00,0.9412,2365,49,53,50,41,42,56
GENE-13585,NO,355,189.7,165.3,0.872,-0.2,5.0e-01,1.0e+00,0.9412,2366,173,135,261,199,136,161
GENE-15666,NO,139.7,73.3,66.3,0.898,-0.2,5.0e-01,1.0e+00,0.9412,2367,82,68,70,52,83,64
GENE-18197,NO,775,400,375,0.938,-0.1,5.0e-01,1.0e+00,0.9412,2368,415,383,402,397,372,356
GENE-19557,NO,294.3,141.7,152.7,1.075,0.1,5.0e-01,1.0e+00,0.9412,2369,135,140,150,154,140,164
GENE-16020,NO,158,74.7,83.3,1.112,0.2,5.0e-01,1.0e+00,0.9412,2370,81,88,55,76,85,89
GENE-17102,NO,462.3,174.7,287.7,1.646,0.7,5.0e-01,1.0e+00,0.9412,2371,320,18,186,630,108,125
GENE-4015,NO,1391,716.7,674.3,0.941,-0.1,5.0e-01,1.0e+00,0.9412,2372,737,691,722,690,650,683
GENE-15188,NO,33,15.3,17.7,1.143,0.2,5.0e-01,1.0e+00,0.9412,2373,15,18,13,14,17,22
GENE-1979,NO,9969.3,5201.7,4767.7,0.917,-0.1,5.0e-01,1.0e+00,0.9412,2374,4320,5071,6214,4214,5161,4928
GENE-11976,NO,501.3,264.3,237,0.897,-0.2,5.0e-01,1.0e+00,0.9412,2375,306,255,232,176,245,290
GENE-11392,NO,120,55.7,64.3,1.147,0.2,5.0e-01,1.0e+00,0.9412,2376,47,55,65,53,50,90
GENE-6533,NO,750.7,356.3,394.3,1.107,0.1,5.0e-01,1.0e+00,0.9412,2377,403,384,282,389,324,470
GENE-1137,NO,190.7,101,89.7,0.888,-0.2,5.0e-01,1.0e+00,0.9412,2378,103,101,99,60,109,100
GENE-7411,NO,71.7,30,41.7,1.378,0.5,5.0e-01,1.0e+00,0.9412,2378,57,15,18,16,67,42
GENE-19610,NO,2371.3,1240,1131.3,0.912,-0.1,5.0e-01,1.0e+00,0.9412,2379,1141,1213,1366,1011,971,1412
GENE-2245,NO,19,10.7,8.3,0.778,-0.4,5.0e-01,1.0e+00,0.9412,2380,11,7,14,15,5,5
GENE-17721,NO,111,50.3,60.7,1.196,0.3,5.0e-01,1.0e+00,0.9412,2381,61,52,38,43,95,44
GENE-9375,NO,136.7,73.3,63.3,0.858,-0.2,5.0e-01,1.0e+00,0.9412,2382,79,58,83,44,93,53
GENE-17855,NO,405,248.7,156.3,0.628,-0.7,5.0e-01,1.0e+00,0.9412,2383,310,423,13,114,235,120
GENE-9668,NO,964,459.3,504.7,1.099,0.1,5.0e-01,1.0e+00,0.9412,2384,480,500,398,608,501,405
GENE-19835,NO,30,13.7,16.3,1.185,0.2,5.0e-01,1.0e+00,0.9412,2385,12,12,17,17,10,22
GENE-3449,NO,66.7,35.3,31.3,0.881,-0.2,5.0e-01,1.0e+00,0.9412,2386,33,40,33,23,30,41
GENE-16276,YES,11719.3,5393.3,6326,1.173,0.2,5.0e-01,1.0e+00,0.9412,2387,7799,3481,4900,5106,5616,8256
GENE-4823,NO,394.7,188.3,206.3,1.095,0.1,5.0e-01,1.0e+00,0.9412,2388,160,184,221,216,176,227
GENE-19362,NO,589.3,310,279.3,0.902,-0.1,5.0e-01,1.0e+00,0.9412,2389,298,279,353,312,206,320
GENE-4648,NO,112.3,52.3,60,1.138,0.2,5.0e-01,1.0e+00,0.9412,2390,71,36,50,56,65,59
GENE-6289,NO,28.7,13.3,15.3,1.14,0.2,5.0e-01,1.0e+00,0.9412,2391,12,16,12,17,17,12
GENE-3251,NO,144.3,76.7,67.7,0.877,-0.2,5.0e-01,1.0e+00,0.9412,2392,79,56,95,83,51,69
GENE-284,NO,381.3,152.3,229,1.499,0.6,5.0e-01,1.0e+00,0.9412,2393,51,307,99,471,78,138
GENE-10222,NO,190.3,77.7,112.7,1.445,0.5,5.0e-01,1.0e+00,0.9416,2395,127,47,59,25,81,232
GENE-3699,NO,178.3,78.7,99.7,1.262,0.3,5.0e-01,1.0e+00,0.9416,2395,64,130,42,112,55,132
GENE-9721,NO,25,11,14,1.261,0.3,5.0e-01,1.0e+00,0.9416,2396,16,8,9,13,7,22
GENE-13334,NO,321,175.3,145.7,0.83,-0.3,5.0e-01,1.0e+00,0.9416,2397,135,190,201,164,203,70
GENE-11498,NO,300.7,157.3,143.3,0.908,-0.1,5.0e-01,1.0e+00,0.9416,2398,165,178,129,118,159,153
GENE-5616,NO,71.7,46,25.7,0.556,-0.8,5.0e-01,1.0e+00,0.9418,2400,112,2,24,52,22,3
GENE-1561,NO,152,81.7,70.3,0.856,-0.2,5.0e-01,1.0e+00,0.9418,2401,92,62,91,51,56,104
GENE-5580,NO,57.3,31,26.3,0.844,-0.2,5.0e-01,1.0e+00,0.9418,2402,40,26,27,30,15,34
GENE-561,NO,1380.3,716.7,663.7,0.926,-0.1,5.0e-01,1.0e+00,0.9418,2403,819,600,731,689,676,626
GENE-5340,NO,22.3,12.3,10,0.807,-0.3,5.0e-01,1.0e+00,0.9418,2404,11,10,16,16,5,9
GENE-2654,NO,379.7,182,197.7,1.084,0.1,5.1e-01,1.0e+00,0.9418,2405,175,169,202,186,228,179
GENE-9605,NO,3209.7,1710,1499.7,0.877,-0.2,5.1e-01,1.0e+00,0.9423,2407,1607,1323,2200,1862,1054,1583
GENE-9554,NO,40.3,21.7,18.7,0.857,-0.2,5.1e-01,1.0e+00,0.9423,2407,22,14,29,22,15,19
GENE-4585,NO,170,81.7,88.3,1.078,0.1,5.1e-01,1.0e+00,0.9425,2409,80,84,81,80,96,89
GENE-15386,NO,769,369.3,399.7,1.082,0.1,5.1e-01,1.0e+00,0.9425,2410,338,438,332,426,371,402
GENE-11826,NO,29,13,16,1.22,0.3,5.1e-01,1.0e+00,0.9425,2411,19,7,13,22,13,13
GENE-791,NO,888.3,417.7,470.7,1.127,0.2,5.1e-01,1.0e+00,0.9425,2412,354,496,403,594,488,330
GENE-14906,NO,1400,729.7,670.3,0.919,-0.1,5.1e-01,1.0e+00,0.9425,2413,646,712,831,555,745,711
GENE-10475,NO,2989.3,1642.7,1346.7,0.82,-0.3,5.1e-01,1.0e+00,0.9425,2414,1080,1333,2515,1635,747,1658
GENE-711,NO,30.7,16.7,14,0.835,-0.3,5.1e-01,1.0e+00,0.9425,2415,15,23,12,9,14,19
GENE-16524,NO,169,90,79,0.878,-0.2,5.1e-01,1.0e+00,0.9425,2416,67,106,97,79,100,58
GENE-18488,YES,276.3,144.7,131.7,0.908,-0.1,5.1e-01,1.0e+00,0.9441,2421,152,167,115,112,147,136
GENE-11575,NO,72,38,34,0.889,-0.2,5.1e-01,1.0e+00,0.9451,2424,38,30,46,28,41,33
GENE-5161,NO,29.7,16,13.7,0.849,-0.2,5.1e-01,1.0e+00,0.9451,2425,21,15,12,17,9,15
GENE-13080,NO,19.7,10.7,9,0.839,-0.3,5.1e-01,1.0e+00,0.9451,2426,9,12,11,10,12,5
GENE-4896,NO,327,153.3,173.7,1.131,0.2,5.1e-01,1.0e+00,0.9451,2427,171,161,128,117,216,188
GENE-2631,NO,346,181.7,164.3,0.901,-0.1,5.1e-01,1.0e+00,0.9451,2428,172,172,201,149,213,131
GENE-219,NO,524,249,275,1.105,0.1,5.1e-01,1.0e+00,0.9451,2429,194,240,313,310,253,262
GENE-15659,NO,130,59.7,70.3,1.171,0.2,5.1e-01,1.0e+00,0.9452,2430,68,37,74,73,49,89
GENE-13029,NO,740.7,352.3,388.3,1.102,0.1,5.1e-01,1.0e+00,0.9452,2431,313,296,448,376,349,440
GENE-10968,NO,1022.7,488,534.7,1.096,0.1,5.1e-01,1.0e+00,0.9452,2432,498,526,440,514,429,661
GENE-8850,NO,326.7,169.7,157,0.922,-0.1,5.1e-01,1.0e+00,0.9452,2433,167,187,155,157,135,179
GENE-6762,NO,363.3,188.3,175,0.928,-0.1,5.1e-01,1.0e+00,0.9452,2434,210,193,162,179,180,166
GENE-9184,NO,846.7,444.7,402,0.904,-0.1,5.1e-01,1.0e+00,0.9452,2435,566,371,397,338,448,420
GENE-805,NO,41.3,19.3,22,1.129,0.2,5.1e-01,1.0e+00,0.9452,2436,18,19,21,17,21,28
GENE-1226,NO,168.7,87.7,81,0.921,-0.1,5.1e-01,1.0e+00,0.9452,2437,97,88,78,80,73,90
GENE-18313,YES,1216,581,635,1.093,0.1,5.1e-01,1.0e+00,0.9452,2438,720,498,525,701,631,573
GENE-6751,NO,32,17,15,0.877,-0.2,5.1e-01,1.0e+00,0.9452,2439,19,14,18,16,18,11
GENE-4028,NO,169.7,81.3,88.3,1.083,0.1,5.1e-01,1.0e+00,0.9452,2440,81,81,82,102,83,80
GENE-3999,NO,694.7,361.7,333,0.921,-0.1,5.1e-01,1.0e+00,0.9452,2441,353,403,329,390,283,326
GENE-2531,NO,4386.3,2278.3,2108,0.925,-0.1,5.1e-01,1.0e+00,0.9452,2442,2640,2159,2036,2105,2345,1874
GENE-10036,NO,72,33.3,38.7,1.152,0.2,5.1e-01,1.0e+00,0.9454,2443,36,24,40,41,27,48
GENE-3632,NO,350,168,182,1.083,0.1,5.1e-01,1.0e+00,0.9454,2444,151,189,164,196,157,193
GENE-5122,NO,33281,17343.3,15937.7,0.919,-0.1,5.1e-01,1.0e+00,0.9454,2445,17143,18091,16796,12419,16539,18855
GENE-8255,NO,1465.3,757.7,707.7,0.934,-0.1,5.1e-01,1.0e+00,0.9457,2446,849,696,728,732,737,654
GENE-18992,NO,2690,1440.3,1249.7,0.868,-0.2,5.1e-01,1.0e+00,0.9457,2447,1213,1562,1546,1469,1560,720
GENE-6281,NO,861.3,462,399.3,0.864,-0.2,5.1e-01,1.0e+00,0.9457,2448,398,416,572,311,296,591
GENE-6606,NO,1610.7,764.3,846.3,1.107,0.1,5.1e-01,1.0e+00,0.9457,2449,851,640,802,706,744,1089
GENE-9942,NO,488.3,258,230.3,0.893,-0.2,5.1e-01,1.0e+00,0.9457,2450,237,342,195,217,207,267
GENE-14883,NO,862.7,445,417.7,0.938,-0.1,5.2e-01,1.0e+00,0.9457,2451,460,432,443,453,383,417
GENE-8972,NO,909.7,427.3,482.3,1.129,0.2,5.2e-01,1.0e+00,0.9457,2452,520,489,273,489,528,430
GENE-12851,NO,248.3,129,119.3,0.923,-0.1,5.2e-01,1.0e+00,0.9457,2453,122,142,123,132,124,102
GENE-10707,NO,615.7,296.3,319.3,1.079,0.1,5.2e-01,1.0e+00,0.9457,2454,328,243,318,328,313,317
GENE-14441,NO,217.7,112.7,105,0.928,-0.1,5.2e-01,1.0e+00,0.9457,2455,119,116,103,116,97,102
GENE-10443,NO,803,429,374,0.873,-0.2,5.2e-01,1.0e+00,0.9457,2456,373,523,391,479,411,232
GENE-4694,NO,245.3,127.3,118,0.925,-0.1,5.2e-01,1.0e+00,0.9457,2457,114,134,134,112,108,134
GENE-19099,NO,78.7,33.3,45.3,1.349,0.4,5.2e-01,1.0e+00,0.9462,2459,6,37,57,35,52,49
GENE-18714,NO,64.3,30.7,33.7,1.09,0.1,5.2e-01,1.0e+00,0.9462,2460,33,30,29,33,32,36
GENE-1261,NO,228.3,110.3,118,1.068,0.1,5.2e-01,1.0e+00,0.9462,2461,108,114,109,116,119,119
GENE-6882,NO,115.3,54.3,61,1.115,0.2,5.2e-01,1.0e+00,0.9472,2465,68,46,49,72,51,60
GENE-14031,NO,126.3,59.3,67,1.121,0.2,5.2e-01,1.0e+00,0.9472,2466,48,65,65,49,75,77
GENE-4678,NO,501,233.3,267.7,1.146,0.2,5.2e-01,1.0e+00,0.9472,2467,268,223,209,348,295,160
GENE-14603,NO,17,9.3,7.7,0.818,-0.3,5.2e-01,1.0e+00,0.9472,2468,11,12,5,10,8,5
GENE-3861,NO,159.7,73,86.7,1.188,0.2,5.2e-01,1.0e+00,0.9472,2468,82,88,49,48,112,100
GENE-17315,NO,672.3,313.7,358.7,1.143,0.2,5.2e-01,1.0e+00,0.9472,2469,434,260,247,261,390,425
GENE-10006,NO,133,63.7,69.3,1.081,0.1,5.2e-01,1.0e+00,0.9474,2471,63,68,60,73,73,62
GENE-16171,NO,240.3,125.7,114.7,0.911,-0.1,5.2e-01,1.0e+00,0.9474,2472,132,116,129,96,104,144
GENE-907,NO,19,8.7,10.3,1.181,0.2,5.2e-01,1.0e+00,0.9474,2473,8,7,11,14,10,7
GENE-7637,NO,24.3,13,11.3,0.867,-0.2,5.2e-01,1.0e+00,0.9474,2474,13,9,17,12,12,10
GENE-10422,NO,111.7,53.3,58.3,1.086,0.1,5.2e-01,1.0e+00,0.9474,2475,59,46,55,59,61,55
GENE-5689,NO,5191.3,2677.3,2514,0.939,-0.1,5.2e-01,1.0e+00,0.9474,2476,2806,2530,2696,2521,2734,2287
GENE-5145,NO,79.7,37,42.7,1.145,0.2,5.2e-01,1.0e+00,0.9474,2476,43,29,39,57,41,30
GENE-11306,NO,325,153,172,1.125,0.2,5.2e-01,1.0e+00,0.9474,2477,147,190,122,181,126,209
GENE-14471,NO,41.7,22,19.7,0.888,-0.2,5.2e-01,1.0e+00,0.9474,2478,24,25,17,16,21,22
GENE-16501,NO,1291,672.7,618.3,0.919,-0.1,5.2e-01,1.0e+00,0.9474,2479,620,676,722,742,618,495
GENE-1863,NO,48,25.3,22.7,0.889,-0.2,5.2e-01,1.0e+00,0.9474,2480,20,33,23,23,21,24
GENE-15896,NO,360.3,174,186.3,1.071,0.1,5.2e-01,1.0e+00,0.9474,2481,160,177,185,187,172,200
GENE-19650,NO,93.3,48.3,45,0.924,-0.1,5.2e-01,1.0e+00,0.9474,2482,45,49,51,48,43,44
GENE-14945,NO,35,16.3,18.7,1.134,0.2,5.2e-01,1.0e+00,0.9474,2483,19,12,18,22,16,18
GENE-17074,NO,224,120.3,103.7,0.858,-0.2,5.2e-01,1.0e+00,0.9474,2484,91,97,173,112,71,128
GENE-15653,NO,5195.7,2686.7,2509,0.934,-0.1,5.2e-01,1.0e+00,0.9474,2485,2570,2551,2939,2283,2844,2400
GENE-9100,NO,75.3,34.3,41,1.186,0.2,5.2e-01,1.0e+00,0.9474,2486,40,21,42,47,25,51
GENE-7592,NO,129.3,61.3,68,1.101,0.1,5.2e-01,1.0e+00,0.9474,2487,60,58,66,77,52,75
GENE-9906,NO,1061,512.7,548.3,1.07,0.1,5.2e-01,1.0e+00,0.9474,2488,541,533,464,572,583,490
GENE-668,NO,1209.7,579.3,630.3,1.088,0.1,5.2e-01,1.0e+00,0.9474,2489,610,642,486,530,728,633
GENE-19669,NO,68,32.3,35.7,1.095,0.1,5.2e-01,1.0e+00,0.9474,2490,32,34,31,41,31,35
GENE-5424,NO,234,123.7,110.3,0.888,-0.2,5.2e-01,1.0e+00,0.9474,2491,88,124,159,133,99,99
GENE-8547,NO,92,43,49,1.131,0.2,5.2e-01,1.0e+00,0.9474,2492,36,34,59,57,46,44
GENE-3117,NO,60.3,28.3,32,1.121,0.2,5.2e-01,1.0e+00,0.9474,2493,33,20,32,30,31,35
GENE-12688,NO,53.3,28,25.3,0.899,-0.2,5.2e-01,1.0e+00,0.9474,2494,29,23,32,24,30,22
GENE-18711,NO,68.7,36.3,32.3,0.884,-0.2,5.2e-01,1.0e+00,0.9474,2494,26,38,45,35,26,36
GENE-11756,NO,1458,699,759,1.086,0.1,5.3e-01,1.0e+00,0.9474,2495,629,605,863,706,774,797
GENE-6790,NO,1691,808.3,882.7,1.093,0.1,5.3e-01,1.0e+00,0.9474,2496,780,678,967,951,731,966
GENE-1022,NO,38.7,18,20.7,1.139,0.2,5.3e-01,1.0e+00,0.9474,2497,23,12,19,21,22,19
GENE-8567,NO,753,351.7,401.3,1.142,0.2,5.3e-01,1.0e+00,0.9474,2498,387,258,410,474,261,469
GENE-12915,NO,54,29.3,24.7,0.836,-0.3,5.3e-01,1.0e+00,0.9474,2499,42,25,21,29,31,14
GENE-15988,NO,42,19.3,22.7,1.163,0.2,5.3e-01,1.0e+00,0.9474,2500,18,25,15,29,15,24
GENE-6800,NO,31,14,17,1.203,0.3,5.3e-01,1.0e+00,0.9474,2501,14,20,8,20,20,11
GENE-295,NO,42.7,24.7,18,0.726,-0.5,5.3e-01,1.0e+00,0.9474,2502,7,19,48,26,8,20
GENE-311,NO,962.3,459,503.3,1.097,0.1,5.3e-01,1.0e+00,0.9474,2503,366,434,577,478,469,563
GENE-1849,NO,225.3,119.3,106,0.885,-0.2,5.3e-01,1.0e+00,0.9474,2504,84,121,153,128,85,105
GENE-856,NO,1118,590.3,527.7,0.894,-0.2,5.3e-01,1.0e+00,0.9474,2505,718,551,502,663,539,381
GENE-17552,NO,362.7,169,193.7,1.144,0.2,5.3e-01,1.0e+00,0.9474,2506,143,126,238,167,247,167
GENE-7760,NO,43.3,20,23.3,1.157,0.2,5.3e-01,1.0e+00,0.9474,2507,25,17,18,16,32,22
GENE-16236,NO,203.3,97.3,106,1.085,0.1,5.3e-01,1.0e+00,0.9474,2508,98,102,92,122,88,108
GENE-3920,NO,111.7,53,58.7,1.099,0.1,5.3e-01,1.0e+00,0.9474,2509,50,50,59,47,69,60
GENE-19759,NO,306.3,161.7,144.7,0.894,-0.2,5.3e-01,1.0e+00,0.9474,2510,211,160,114,161,140,133
GENE-18551,NO,20.3,9.3,11,1.168,0.2,5.3e-01,1.0e+00,0.9474,2511,8,9,11,14,7,12
GENE-2092,NO,160.7,75,85.7,1.138,0.2,5.3e-01,1.0e+00,0.9474,2512,70,105,50,86,76,95
GENE-17681,NO,1618.7,841,777.7,0.925,-0.1,5.3e-01,1.0e+00,0.9474,2512,764,865,894,630,825,878
GENE-9486,NO,3535.3,1835.3,1700,0.926,-0.1,5.3e-01,1.0e+00,0.9474,2513,1797,2014,1695,1816,1892,1392
GENE-17492,NO,59.3,27.3,32,1.161,0.2,5.3e-01,1.0e+00,0.9474,2514,38,25,19,31,41,24
GENE-2391,NO,1057.7,547.7,510,0.931,-0.1,5.3e-01,1.0e+00,0.9474,2515,532,551,560,456,472,602
GENE-8283,NO,184,86.7,97.3,1.123,0.2,5.3e-01,1.0e+00,0.9474,2516,74,101,85,67,107,118
GENE-9551,NO,520.7,272,248.7,0.916,-0.1,5.3e-01,1.0e+00,0.9474,2517,311,224,281,208,287,251
GENE-719,NO,388,185.7,202.3,1.089,0.1,5.3e-01,1.0e+00,0.9474,2518,164,163,230,211,185,211
GENE-7381,NO,40.7,19,21.7,1.131,0.2,5.3e-01,1.0e+00,0.9474,2519,15,17,25,19,25,21
GENE-8499,NO,47,25.7,21.3,0.826,-0.3,5.3e-01,1.0e+00,0.9474,2520,40,13,24,22,26,16
GENE-14810,NO,459.3,238.3,221,0.927,-0.1,5.3e-01,1.0e+00,0.9474,2521,263,216,236,229,246,188
GENE-12839,NO,416.7,199.7,217,1.086,0.1,5.3e-01,1.0e+00,0.9474,2522,167,210,222,247,189,215
GENE-15284,NO,590.7,280.3,310.3,1.107,0.1,5.3e-01,1.0e+00,0.9474,2523,226,272,343,272,273,386
GENE-4552,NO,531,247.3,283.7,1.146,0.2,5.3e-01,1.0e+00,0.9474,2524,275,220,247,370,317,164
GENE-11980,NO,1463.3,701,762.3,1.088,0.1,5.3e-01,1.0e+00,0.9474,2525,825,735,543,821,747,719
GENE-6531,NO,74.7,40,34.7,0.861,-0.2,5.3e-01,1.0e+00,0.9474,2526,33,30,57,30,28,46
GENE-19537,NO,31,14.3,16.7,1.154,0.2,5.3e-01,1.0e+00,0.9474,2527,18,9,16,17,14,19
GENE-7326,NO,1492.7,709.7,783,1.103,0.1,5.3e-01,1.0e+00,0.9474,2528,517,905,707,743,822,784
GENE-18112,NO,199,94.3,104.7,1.105,0.1,5.3e-01,1.0e+00,0.9474,2529,117,92,74,94,98,122
GENE-16923,NO,18.7,8,10.7,1.32,0.4,5.3e-01,1.0e+00,0.9474,2530,13,3,8,14,4,14
GENE-17727,NO,88,46,42,0.907,-0.1,5.3e-01,1.0e+00,0.9474,2530,35,50,53,41,45,40
GENE-16834,NO,65,37.7,27.3,0.721,-0.5,5.3e-01,1.0e+00,0.9474,2531,50,47,16,48,5,29
GENE-876,NO,233,124,109,0.878,-0.2,5.3e-01,1.0e+00,0.9474,2532,108,129,135,158,91,78
GENE-3395,NO,1002,539,463,0.859,-0.2,5.3e-01,1.0e+00,0.9474,2533,370,402,845,542,438,409
GENE-19181,NO,124.3,64.7,59.7,0.916,-0.1,5.3e-01,1.0e+00,0.9474,2534,69,52,73,63,61,55
GENE-11396,NO,2426.3,1179.7,1246.7,1.057,0.1,5.3e-01,1.0e+00,0.9474,2535,1177,1174,1188,1193,1285,1262
GENE-4734,NO,655.7,340.3,315.3,0.928,-0.1,5.3e-01,1.0e+00,0.9474,2536,336,371,314,370,299,277
GENE-9947,NO,94.7,42,52.7,1.244,0.3,5.3e-01,1.0e+00,0.9474,2537,16,55,55,41,42,75
GENE-3455,NO,269.7,144.7,125,0.86,-0.2,5.3e-01,1.0e+00,0.9474,2538,117,173,144,154,68,153
GENE-12487,NO,126.3,59.7,66.7,1.109,0.1,5.3e-01,1.0e+00,0.9474,2539,76,56,47,76,64,60
GENE-11459,NO,73.7,33.7,40,1.179,0.2,5.3e-01,1.0e+00,0.9474,2540,41,32,28,60,23,37
GENE-9899,NO,2488.3,1329.3,1159,0.872,-0.2,5.3e-01,1.0e+00,0.9474,2541,1282,920,1786,826,1163,1488
GENE-470,NO,66.3,31.3,35,1.108,0.1,5.3e-01,1.0e+00,0.9474,2542,26,39,29,34,32,39
GENE-6654,NO,199,92,107,1.158,0.2,5.3e-01,1.0e+00,0.9474,2543,83,120,73,111,66,144
GENE-17369,NO,2226.7,1184.3,1042.3,0.88,-0.2,5.3e-01,1.0e+00,0.9474,2544,1377,710,1466,938,987,1202
GENE-16422,NO,463.3,208.7,254.7,1.22,0.3,5.3e-01,1.0e+00,0.9474,2545,126,365,135,185,312,267
GENE-11178,NO,363.7,176,187.7,1.064,0.1,5.3e-01,1.0e+00,0.9474,2546,173,166,189,193,186,184
GENE-1844,NO,97,50.3,46.7,0.921,-0.1,5.3e-01,1.0e+00,0.9474,2547,57,45,49,51,46,43
GENE-13879,NO,12062.3,5775.7,6286.7,1.089,0.1,5.4e-01,1.0e+00,0.9474,2548,5968,5166,6193,7629,4966,6265
GENE-2895,NO,176.7,106,70.7,0.663,-0.6,5.4e-01,1.0e+00,0.9474,2548,114,5,199,86,59,67
GENE-1379,NO,206.3,99.3,107,1.073,0.1,5.4e-01,1.0e+00,0.9474,2549,103,99,96,109,95,117
GENE-768,NO,243.3,127.3,116,0.909,-0.1,5.4e-01,1.0e+00,0.9474,2550,106,131,145,106,143,99
GENE-9579,NO,37.7,20.3,17.3,0.848,-0.2,5.4e-01,1.0e+00,0.9474,2551,25,11,25,19,13,20
GENE-2992,NO,64,33.7,30.3,0.895,-0.2,5.4e-01,1.0e+00,0.9475,2552,34,29,38,38,30,23
GENE-3112,NO,60.3,38.3,22,0.572,-0.8,5.4e-01,1.0e+00,0.9475,2553,53,3,59,55,11,0
GENE-11472,NO,492,255,237,0.93,-0.1,5.4e-01,1.0e+00,0.9475,2554,287,264,214,226,233,252
GENE-17613,NO,1038.7,563.7,475,0.842,-0.2,5.4e-01,1.0e+00,0.9475,2555,766,349,576,471,671,283
GENE-10545,NO,2774,1458,1316,0.903,-0.1,5.4e-01,1.0e+00,0.9475,2556,1531,1251,1592,1178,1023,1747
